Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
CHG0000244,Change Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,carlos.garcia,L2-Server Team,P3 - Medium,Closed,Database Services,2024-07-22 16:18,2024-07-25 09:18,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000245,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,emily.chen,L3-Infrastructure,P2 - High,Closed,Cloud & Virtualisation,2024-02-10 16:58,2024-02-11 19:58,Escalated to L3 team for further analysis.,Resolved by L2-Security Team
INC0000246,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,tom.wilson,L2-Network Team,P2 - High,Resolved,IT Infrastructure,2024-02-14 13:07,2024-02-17 00:07,Investigated the issue. Root cause identified. Fix applied.,
INC0000247,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,raj.kumar,L2-Server Team,P2 - High,In Progress,IT Infrastructure,2024-06-26 16:33,,Change request raised for permanent resolution.,
INC0000248,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,john.smith,L3-Cloud Team,P3 - Medium,Resolved,Cloud & Virtualisation,2024-05-14 22:36,2024-05-15 08:36,Vendor engaged. Awaiting response.,
RITM0000249,Service Request,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,john.smith,L1-Service Desk,P3 - Medium,In Progress,Application Services,2024-10-20 21:46,,Investigated the issue. Root cause identified. Fix applied.,
CHG0000250,Change Request,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,jessica.lee,L3-Application Support,P2 - High,In Progress,Network Services,2024-04-01 01:35,,Escalated to L3 team for further analysis.,
INC0000251,Incident,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,sarah.jones,L3-Cloud Team,P4 - Low,Closed,Network Services,2024-01-27 05:14,2024-01-30 00:14,Issue resolved after server restart.,Resolved by L3-Application Support
INC0000252,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,emily.chen,L2-Middleware Team,P2 - High,Closed,Security Operations,2024-04-12 09:36,2024-04-14 00:36,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Storage Team
INC0000253,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,john.smith,L3-Application Support,P4 - Low,On Hold,IT Infrastructure,2024-07-28 00:14,,Monitoring in place. No recurrence in past 2 hours.,
INC0000254,Incident,OS filesystem read-only due to error,Filesystem /opt mounted read-only after disk IO error. fsck required. Maintenance window needed.,mike.patel,L2-Security Team,P4 - Low,Closed,IT Infrastructure,2024-09-28 07:26,2024-09-30 22:26,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Database Admin
INC0000255,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,tom.wilson,L3-Infrastructure,P3 - Medium,Resolved,IT Infrastructure,2024-07-09 14:47,2024-07-10 01:47,Awaiting business approval before proceeding.,
RITM0000256,Service Request,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,carlos.garcia,L3-Application Support,P4 - Low,Closed,Network Services,2024-03-07 07:18,2024-03-08 17:18,User confirmed resolution. Ticket closing.,Resolved by L2-Security Team
INC0000257,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,carlos.garcia,L2-Server Team,P3 - Medium,In Progress,Cloud & Virtualisation,2024-10-26 03:09,,Change request raised for permanent resolution.,
INC0000258,Incident,Splunk forwarder not sending logs,Splunk universal forwarder on server app-07 stopped sending logs 6 hours ago. Splunkd service restarted.,raj.kumar,L2-Middleware Team,P4 - Low,In Progress,IT Infrastructure,2024-08-25 08:54,,Temporary workaround applied. Permanent fix pending.,
INC0000259,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,raj.kumar,L2-Network Team,P3 - Medium,Resolved,IT Infrastructure,2024-12-30 07:22,2025-01-01 10:22,Monitoring in place. No recurrence in past 2 hours.,
RITM0000260,Service Request,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,john.smith,L1-Service Desk,P2 - High,Closed,Application Services,2024-05-07 03:29,2024-05-07 17:29,Vendor engaged. Awaiting response.,Resolved by L2-Database Admin
RITM0000261,Service Request,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,sarah.jones,L2-Database Admin,P2 - High,Closed,Database Services,2024-11-26 02:37,2024-11-27 12:37,User confirmed resolution. Ticket closing.,Resolved by L2-Network Team
INC0000262,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,john.smith,L3-Infrastructure,P3 - Medium,Closed,Database Services,2024-08-24 01:10,2024-08-26 09:10,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Network Team
INC0000263,Incident,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,ahmed.ali,L3-Cloud Team,P3 - Medium,Resolved,IT Infrastructure,2024-08-16 04:02,2024-08-17 12:02,Escalated to L3 team for further analysis.,
INC0000264,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,jessica.lee,L3-Application Support,P4 - Low,Closed,Security Operations,2024-11-25 16:15,2024-11-28 14:15,Patch applied successfully during maintenance window.,Resolved by L3-Cloud Team
INC0000265,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",raj.kumar,L1-Service Desk,P2 - High,On Hold,Security Operations,2024-07-17 08:11,,Patch applied successfully during maintenance window.,
CHG0000266,Change Request,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",jessica.lee,L1-Service Desk,P4 - Low,On Hold,Application Services,2024-03-22 03:15,,Awaiting business approval before proceeding.,
INC0000267,Incident,Scheduled OS patching request,Monthly OS patching cycle for 45 Linux servers. Patch Tuesday schedule. Reboot required for kernel updates.,priya.nair,L1-Service Desk,P3 - Medium,Closed,Database Services,2024-03-29 05:15,2024-03-30 22:15,Change request raised for permanent resolution.,Resolved by L2-Middleware Team
CHG0000268,Change Request,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",linda.wu,L2-Middleware Team,P2 - High,Resolved,Application Services,2024-09-09 17:19,2024-09-10 16:19,Investigated the issue. Root cause identified. Fix applied.,
INC0000269,Incident,WebLogic server not accepting new connections,WebLogic thread pool exhausted on wl-server-01. Stuck threads detected. Server restart required.,emily.chen,L1-Service Desk,P2 - High,On Hold,IT Infrastructure,2024-11-10 06:51,,Vendor engaged. Awaiting response.,
RITM0000270,Service Request,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,priya.nair,L2-Server Team,P3 - Medium,Closed,Network Services,2024-09-26 11:04,2024-09-28 11:04,Issue resolved after server restart.,Resolved by L3-Application Support
RITM0000271,Service Request,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,jessica.lee,L2-Middleware Team,P4 - Low,In Progress,Network Services,2024-08-11 20:31,,Temporary workaround applied. Permanent fix pending.,
INC0000272,Incident,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,priya.nair,L3-Infrastructure,P4 - Low,Closed,Cloud & Virtualisation,2024-12-18 09:08,2024-12-19 08:08,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Network Team
INC0000273,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",linda.wu,L3-Application Support,P3 - Medium,In Progress,Network Services,2024-10-16 03:59,,Vendor engaged. Awaiting response.,
RITM0000274,Service Request,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,linda.wu,L2-Server Team,P3 - Medium,Resolved,Network Services,2024-12-09 20:46,2024-12-11 15:46,Issue resolved after server restart.,
INC0000275,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,carlos.garcia,L3-Application Support,P3 - Medium,Closed,Cloud & Virtualisation,2024-08-12 23:26,2024-08-13 21:26,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Server Team
RITM0000276,Service Request,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,raj.kumar,L1-Service Desk,P4 - Low,In Progress,Network Services,2024-12-17 07:10,,Issue resolved after server restart.,
INC0000277,Incident,Datadog alert – false positive suppression,Datadog CPU monitor firing false positives during batch window 02:00-04:00. Alert suppression / downtime needed.,sarah.jones,L3-Application Support,P4 - Low,Resolved,Cloud & Virtualisation,2024-07-11 05:46,2024-07-11 15:46,Awaiting business approval before proceeding.,
INC0000278,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,linda.wu,L2-Database Admin,P2 - High,In Progress,Security Operations,2024-11-30 05:38,,Patch applied successfully during maintenance window.,
INC0000279,Incident,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,anna.brown,L2-Network Team,P3 - Medium,New,IT Infrastructure,2024-05-24 09:15,,Change request raised for permanent resolution.,
INC0000280,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,mike.patel,L2-Security Team,P1 - Critical,In Progress,IT Infrastructure,2024-12-04 20:38,,User confirmed resolution. Ticket closing.,
RITM0000281,Service Request,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,mike.patel,L3-Application Support,P3 - Medium,In Progress,Security Operations,2024-08-29 15:57,,Change request raised for permanent resolution.,
INC0000282,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,jessica.lee,L2-Server Team,P2 - High,Resolved,IT Infrastructure,2024-08-26 08:14,2024-08-27 19:14,Change request raised for permanent resolution.,
CHG0000283,Change Request,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,carlos.garcia,L2-Storage Team,P4 - Low,Closed,Database Services,2024-10-28 07:35,2024-10-28 15:35,User confirmed resolution. Ticket closing.,Resolved by L2-Middleware Team
INC0000284,Incident,Scheduled OS patching request,Monthly OS patching cycle for 45 Linux servers. Patch Tuesday schedule. Reboot required for kernel updates.,priya.nair,L2-Middleware Team,P3 - Medium,Resolved,Application Services,2024-07-21 22:02,2024-07-24 15:02,Escalated to L3 team for further analysis.,
INC0000285,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,tom.wilson,L3-Infrastructure,P3 - Medium,In Progress,Application Services,2024-03-26 06:51,,Vendor engaged. Awaiting response.,
INC0000286,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,raj.kumar,L2-Storage Team,P3 - Medium,Resolved,Security Operations,2024-02-04 02:24,2024-02-07 02:24,Investigated the issue. Root cause identified. Fix applied.,
INC0000287,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,sarah.jones,L2-Server Team,P3 - Medium,In Progress,Cloud & Virtualisation,2024-08-02 03:26,,Escalated to L3 team for further analysis.,
